,Steer_Angle,Acc_Body_X,Acc_Body_Y,Acc_Body_Z,Tire_Rate_FL,Tire_Rate_FR,Tire_Rate_RL,Tire_Rate_RR,Rate_Body_X,Rate_Body_Y,Rate_Body_Z,Engine_Torque,Gear_Transmission,Break_Pressure,RCS1,RCS2,Rain,Temp,INS_Vel_Hor_X_POI1,INS_Vel_Hor_Y_POI1,INS_Vel_Hor_Z_POI1,GNSS_Lat_Abs,GNSS_Long_Abs,GNSS_Height,INS_Height_POI1,INS_Lat_Abs_POI1,INS_Long_Abs_POI1,INS_Roll,INS_Pitch,INS_Yaw,GNSS_Vel_Frame_X,GNSS_Vel_Frame_Y,GNSS_Vel_Frame_Z,INS_Vel_Body_X,INS_Vel_Body_Y,INS_Vel_Body_Z
0 days 00:00:00,-0.00023585530432355804,-0.671004,-0.11772,9.590256,77.14885537013264,77.14885537013264,77.14885537013264,77.14885537013264,0.04747295565424577,-0.024085543677521748,0.0027925268031909274,69.0,2.39,0.0,2,2,20.0,4,0.01,23.54,-0.16,52.6492447,9.7463433,32.13,31.560000000000002,52.6492359,9.746342799999999,-0.003665191429188092,-0.010995574287564275,4.2439426091494115,-10.655,-20.98,0.165,23.53682,0.008464877,0.41885474
0 days 00:00:00.010000,-0.00023585530432355804,0.5846760000000001,-0.180504,9.445068000000001,77.10873983739837,77.10873983739837,77.10873983739837,77.10873983739837,0.04642575810304917,0.003316125578789226,0.0019198621771937623,69.0,2.39,0.0,2,2,20.0,4,0.01,23.535,-0.16,52.6492447,9.7463433,32.13,31.560000000000002,52.649234,9.7463412,-0.003141592653589793,-0.010821041362364843,4.2439426091494115,-10.655,-20.98,0.165,23.53189,0.008697263,0.41468823
0 days 00:00:00.020000,-0.00023585530432355804,-0.43948800000000005,0.090252,9.335196,77.01513692768506,77.01513692768506,77.01513692768506,77.01513692768506,0.04363323129985824,0.007155849933176751,0.0031415926535897933,69.0,2.39,0.0,2,2,20.0,4,0.01,23.54,-0.155,52.6492447,9.7463433,32.13,31.560000000000002,52.6492322,9.746339599999999,-0.002617993877991494,-0.010821041362364843,4.2439426091494115,-10.655,-20.98,0.165,23.536947,0.00892734,0.40973806
0 days 00:00:00.030000,-0.00023585530432355804,-0.49050000000000005,-0.21189600000000003,9.068364,77.06193838254171,77.06193838254171,77.06193838254171,77.06193838254171,0.04328416544945937,-0.008028514559173916,0.002617993877991494,69.0,2.39,0.0,2,2,20.0,4,0.01,23.54,-0.15,52.6492447,9.7463433,32.13,31.57,52.6492303,9.7463381,-0.0022689280275926286,-0.010821041362364843,4.244117142074611,-10.655,-20.98,0.165,23.537,0.009081708,0.4047352
0 days 00:00:00.040000,-0.00023585530432355804,0.49442400000000003,-0.054936000000000006,9.331272,77.19565682498931,77.19565682498931,77.19565682498931,77.19565682498931,0.04066617157146788,0.015707963267948967,0.0013962634015954637,69.0,2.39,0.0,2,2,20.0,4,0.005,23.535,-0.145,52.6492353,9.7463354,32.13,31.57,52.6492284,9.7463365,-0.0017453292519943296,-0.010821041362364843,4.244117142074611,-10.655,-20.98,0.165,23.532053,0.0043024546,0.39966786
0 days 00:00:00.050000,-0.00023585530432355804,-0.349236,0.11379600000000001,9.252792000000001,77.24245827984595,77.24245827984595,77.24245827984595,77.24245827984595,0.04014257279586959,0.016057029118347832,0.0022689280275926286,69.0,2.39,0.0,2,2,20.0,4,-0.005,23.545,-0.14,52.6492353,9.7463354,32.14,31.560000000000002,52.6492265,9.746334899999999,-0.0012217304763960308,-0.010995574287564275,4.244117142074611,-10.69,-20.975,0.20500000000000002,23.542038,-0.0054873163,0.3988707
0 days 00:00:00.060000,-0.00023585530432355804,-0.25506,-0.066708,9.064440000000001,77.24245827984595,77.24245827984595,77.24245827984595,77.24245827984595,0.040491638646268445,0.009948376736367679,0.002967059728390361,69.0,2.39,0.0,2,2,20.0,4,0.0,23.54,-0.135,52.6492353,9.7463354,32.14,31.57,52.6492246,9.7463333,-0.0008726646259971648,-0.01117010721276371,4.244117142074611,-10.69,-20.975,0.20500000000000002,23.537024,-0.00034725977,0.3979303
0 days 00:00:00.070000,-0.00023585530432355804,0.48657600000000006,-0.15696000000000002,9.605952000000002,77.28925973470261,77.28925973470261,77.28925973470261,77.28925973470261,0.03752457891787808,0.03438298626428829,0.0008726646259971648,69.0,2.39,0.0,2,2,20.0,4,-0.005,23.54,-0.13,52.6492353,9.7463354,32.14,31.57,52.649222699999996,9.7463318,-0.0005235987755982988,-0.011344640137963142,4.244117142074611,-10.69,-20.975,0.20500000000000002,23.537012,-0.0052078883,0.3970361
0 days 00:00:00.080000,-0.00023585530432355804,-0.64746,0.05101200000000001,9.311652,77.14216944801026,77.14216944801026,77.14216944801026,77.14216944801026,0.033859387488689996,0.021118483949131385,0.0012217304763960308,69.0,2.39,0.0,2,2,20.0,4,-0.005,23.545,-0.125,52.6492353,9.7463354,32.14,31.57,52.649220799999995,9.7463302,0.0,-0.011693705988362009,4.244117142074611,-10.69,-20.975,0.20500000000000002,23.54193,-0.005,0.40031347
0 days 00:00:00.090000,-0.00023585530432355804,-0.32569200000000004,-0.125568,8.452296,77.12211168164313,77.12211168164313,77.12211168164313,77.12211168164313,0.032812189937493394,0.008028514559173916,0.0008726646259971648,69.0,2.39,0.0,2,2,20.0,4,-0.005,23.54,-0.12,52.649226299999995,9.746326999999999,32.14,31.57,52.649218999999995,9.7463286,0.00034906585039886593,-0.011868238913561441,4.244117142074611,-10.69,-20.975,0.20500000000000002,23.536917,-0.004860596,0.39936507
0 days 00:00:00.100000,-0.00023585530432355804,0.7848,0.145188,8.919252,76.9415917843389,76.9415917843389,76.9415917843389,76.9415917843389,0.030019663134302467,0.04450589592585541,0.00017453292519943296,69.0,2.39,0.0,2,2,20.0,4,-0.01,23.54,-0.11,52.649226299999995,9.746326999999999,32.26,31.57,52.649217099999994,9.746326999999999,0.0006981317007977319,-0.011868238913561441,4.244117142074611,-10.69,-20.995,0.17500000000000002,23.537037,-0.00972817,0.38937092
0 days 00:00:00.110000,-0.00023585530432355804,-0.698472,0.019620000000000002,8.942796000000001,76.92153401797175,76.92153401797175,76.92153401797175,76.92153401797175,0.02775073510670984,0.042411500823462206,0.0005235987755982988,69.0,2.39,0.0,2,2,20.0,4,-0.01,23.545,-0.1,52.649226299999995,9.746326999999999,32.26,31.57,52.6492152,9.7463255,0.0008726646259971648,-0.012391837689159739,4.244117142074611,-10.69,-20.995,0.17500000000000002,23.541952,-0.00965813,0.39175922
0 days 00:00:00.120000,-0.00023585530432355804,-0.5532840000000001,0.133416,8.083440000000001,77.08199614890886,77.08199614890886,77.08199614890886,77.08199614890886,0.028797932657906436,0.01937315469713706,0.00017453292519943296,69.0,2.39,0.0,2,2,20.0,4,-0.01,23.54,-0.095,52.649226299999995,9.746326999999999,32.26,31.57,52.6492133,9.7463239,0.0012217304763960308,-0.012740903539558606,4.244117142074611,-10.69,-20.995,0.17500000000000002,23.536879,-0.009517524,0.39491698
0 days 00:00:00.130000,-0.00023585530432355804,0.9810000000000001,0.054936000000000006,8.923176000000002,77.19565682498931,77.19565682498931,77.19565682498931,77.19565682498931,0.03106686068549907,0.05899212871740834,-0.0012217304763960308,69.0,2.39,0.0,2,2,20.0,4,-0.01,23.535,-0.075,52.649226299999995,9.746326999999999,32.26,31.57,52.6492114,9.7463223,0.0015707963267948964,-0.012915436464758038,4.244117142074611,-10.69,-20.995,0.17500000000000002,23.532068,-0.009404734,0.3789653
0 days 00:00:00.140000,-0.00023585530432355804,-0.557208,-0.10202400000000002,9.036972,77.34943303380402,77.34943303380402,77.34943303380402,77.34943303380402,0.03316125578789226,0.05026548245743669,-0.0013962634015954637,69.0,2.39,0.0,2,2,20.0,4,-0.005,23.545,-0.065,52.649216599999995,9.7463191,32.26,31.57,52.6492095,9.7463208,0.0017453292519943296,-0.013613568165555772,4.244117142074611,-10.69,-20.995,0.17500000000000002,23.541933,-0.0043271407,0.38552365
0 days 00:00:00.150000,-0.00023585530432355804,-0.482652,0.08240400000000002,8.350272,77.21571459135643,77.21571459135643,77.21571459135643,77.21571459135643,0.032637657012293965,0.028797932657906436,-0.0015707963267948967,69.0,2.39,0.0,2,2,20.0,4,-0.005,23.545,-0.065,52.649216599999995,9.7463191,32.160000000000004,31.57,52.6492077,9.7463192,0.0020943951023931952,-0.014137166941154071,4.244117142074611,-10.685,-21.05,0.13,23.541727,-0.004166751,0.3978516
0 days 00:00:00.160000,-0.00023585530432355804,0.9103680000000001,-0.054936000000000006,9.492156000000001,77.08199614890886,77.08199614890886,77.08199614890886,77.08199614890886,0.032812189937493394,0.06370451769779302,-0.002967059728390361,69.0,2.39,0.0,2,2,20.0,4,-0.005,23.54,-0.05,52.649216599999995,9.7463191,32.160000000000004,31.57,52.6492058,9.7463176,0.0024434609527920616,-0.014311699866353503,4.244117142074611,-10.685,-21.05,0.13,23.536875,-0.0040546576,0.38689187
0 days 00:00:00.170000,-0.00023585530432355804,-0.835812,-0.153036,9.24102,77.02850877192982,77.02850877192982,77.02850877192982,77.02850877192982,0.030368728984701335,0.0466002910282486,-0.003316125578789226,69.0,2.39,0.0,2,2,20.0,4,-0.005,23.55,-0.045,52.649216599999995,9.7463191,32.160000000000004,31.57,52.649203899999996,9.746316,0.0027925268031909274,-0.015009831567151233,4.244117142074611,-10.685,-21.05,0.13,23.54667,-0.0038872631,0.39847565
0 days 00:00:00.180000,-0.00023585530432355804,-0.7573320000000001,-0.023544000000000002,8.420904,76.99507916131792,76.99507916131792,76.99507916131792,76.99507916131792,0.030019663134302467,0.021118483949131385,-0.002967059728390361,69.0,2.39,0.0,2,2,20.0,4,-0.005,23.545,-0.04,52.649216599999995,9.7463191,32.160000000000004,31.57,52.649201999999995,9.7463145,0.003141592653589793,-0.015533430342749533,4.2439426091494115,-10.685,-21.05,0.13,23.541538,-0.0037253855,0.4057288
