,Steer_Angle,Acc_Body_X,Acc_Body_Y,Acc_Body_Z,Tire_Rate_FL,Tire_Rate_FR,Tire_Rate_RL,Tire_Rate_RR,Rate_Body_X,Rate_Body_Y,Rate_Body_Z,Engine_Torque,Gear_Transmission,Break_Pressure,RCS1,RCS2,Rain,Temp,INS_Vel_Hor_X_POI1,INS_Vel_Hor_Y_POI1,INS_Vel_Hor_Z_POI1,GNSS_Lat_Abs,GNSS_Long_Abs,GNSS_Height,INS_Height_POI1,INS_Lat_Abs_POI1,INS_Long_Abs_POI1,INS_Roll,INS_Pitch,INS_Yaw,GNSS_Vel_Frame_X,GNSS_Vel_Frame_Y,GNSS_Vel_Frame_Z,INS_Vel_Body_X,INS_Vel_Body_Y,INS_Vel_Body_Z
0 days 00:00:00.100000,0.000825493565132453,-0.278604,-0.16480800000000004,9.770760000000001,77.38286264441591,77.38286264441591,77.38286264441591,77.38286264441591,0.05445427266222308,-0.013439035240356337,0.00890117918517108,62.0,2.39,0.0,2,2,20.0,4,0.02,23.56,-0.16,52.6492418,9.7463292,35.38,33.96,52.649232399999995,9.7463251,-0.0017453292519943296,-0.010821041362364843,4.241673681121819,-10.735,-20.965,0.17,23.556889,0.01927578,0.41496363
0 days 00:00:00.110000,0.000825493565132453,0.10202400000000002,0.10594800000000001,9.5157,77.28925973470261,77.28925973470261,77.28925973470261,77.28925973470261,0.053407075111026485,-0.006108652381980153,0.008377580409572781,62.0,2.39,0.0,2,2,20.0,4,0.02,23.56,-0.155,52.6492418,9.7463292,35.38,33.97,52.649230499999994,9.746323499999999,-0.0012217304763960308,-0.01064650843716541,4.241673681121819,-10.735,-20.965,0.17,23.557014,0.019504184,0.4058423
0 days 00:00:00.120000,0.000825493565132453,-0.11379600000000001,-0.047088000000000005,9.672660000000002,77.14216944801026,77.14216944801026,77.14216944801026,77.14216944801026,0.05235987755982988,0.006806784082777885,0.007679448708775049,62.0,2.39,0.0,2,2,20.0,4,0.015,23.56,-0.155,52.6492418,9.7463292,35.38,33.97,52.6492286,9.7463219,-0.0006981317007977319,-0.010821041362364843,4.241848214047018,-10.735,-20.965,0.17,23.556944,0.014713812,0.40994003
0 days 00:00:00.130000,0.000825493565132453,-0.7337880000000001,0.0981,9.138996,77.06193838254171,77.06193838254171,77.06193838254171,77.06193838254171,0.05288347633542819,-0.009075712110370514,0.008552113334772213,62.0,2.39,0.0,2,2,20.0,4,0.01,23.55,-0.15,52.649232299999994,9.7463213,35.39,33.97,52.6492267,9.7463204,-0.00017453292519943296,-0.01064650843716541,4.241848214047018,-10.725,-20.955000000000002,0.165,23.547068,0.009930062,0.4007138
0 days 00:00:00.140000,0.000825493565132453,0.39632400000000007,0.16480800000000004,9.138996,77.06193838254171,77.06193838254171,77.06193838254171,77.06193838254171,0.05375614096142535,0.01308996938995747,0.007330382858376183,62.0,2.39,0.0,2,2,20.0,4,0.01,23.555,-0.14,52.649232299999994,9.7463213,35.39,33.97,52.6492248,9.7463188,0.00034906585039886593,-0.010821041362364843,4.241848214047018,-10.725,-20.955000000000002,0.165,23.552107,0.010137837,0.39487293
0 days 00:00:00.150000,0.000825493565132453,-0.26290800000000003,-0.039240000000000004,9.244944,77.06193838254171,77.06193838254171,77.06193838254171,77.06193838254171,0.056548667764616284,0.020420352248333655,0.007504915783575617,62.0,2.39,0.0,2,2,20.0,4,0.01,23.55,-0.135,52.649232299999994,9.7463213,35.39,33.980000000000004,52.6492229,9.7463172,0.0008726646259971648,-0.010995574287564275,4.242022746972218,-10.725,-20.955000000000002,0.165,23.547092,0.010343768,0.39392352
0 days 00:00:00.160000,0.000825493565132453,-0.5650560000000001,0.090252,8.80938,77.24245827984595,77.24245827984595,77.24245827984595,77.24245827984595,0.05637413483941684,0.0036651914291880917,0.008377580409572781,62.0,2.39,0.0,2,2,20.0,4,0.01,23.545,-0.125,52.649232299999994,9.7463213,35.39,33.980000000000004,52.649221,9.746315599999999,0.0015707963267948964,-0.010995574287564275,4.242022746972218,-10.725,-20.955000000000002,0.165,23.542202,0.010602981,0.38386184
0 days 00:00:00.170000,0.000825493565132453,0.5729040000000001,-0.015696,9.664812000000001,77.35611895592639,77.35611895592639,77.35611895592639,77.35611895592639,0.05358160803622592,0.03368485456349056,0.007155849933176751,62.0,2.39,0.0,2,2,20.0,4,0.005,23.555,-0.125,52.649232299999994,9.7463213,35.39,33.980000000000004,52.6492192,9.7463141,0.0020943951023931952,-0.011344640137963142,4.242197279897417,-10.725,-20.955000000000002,0.165,23.552067,0.005821429,0.3921979
0 days 00:00:00.180000,0.000825493565132453,-0.47872800000000004,0.10202400000000002,9.460764000000001,77.28925973470261,77.28925973470261,77.28925973470261,77.28925973470261,0.045727626402251434,0.026529004630313806,0.007330382858376183,62.0,2.39,0.0,2,2,20.0,4,0.005,23.545,-0.125,52.6492229,9.7463134,35.4,33.980000000000004,52.649217199999995,9.7463125,0.0024434609527920616,-0.011519173063162575,4.242197279897417,-10.715,-20.96,0.16,23.541998,0.0059680943,0.3961912
0 days 00:00:00.190000,0.000825493565132453,-0.306072,0.133416,9.013428000000001,77.27588789045785,77.27588789045785,77.27588789045785,77.27588789045785,0.040491638646268445,0.014137166941154071,0.006981317007977318,62.0,2.39,0.0,2,2,20.0,4,0.005,23.54,-0.115,52.6492229,9.7463134,35.4,33.980000000000004,52.649215399999996,9.7463109,0.0029670597283903604,-0.011693705988362009,4.242197279897417,-10.715,-20.96,0.16,23.537046,0.006157888,0.39023915
0 days 00:00:00.200000,0.000825493565132453,0.3296160000000001,0.37670400000000004,8.872164000000001,77.08199614890886,77.08199614890886,77.08199614890886,77.08199614890886,0.03700098014227979,0.03106686068549907,0.005934119456780722,62.0,2.39,0.0,2,2,20.0,4,0.01,23.545,-0.105,52.6492229,9.7463134,35.4,33.99,52.649213499999995,9.7463093,0.0033161255787892262,-0.012042771838760876,4.242197279897417,-10.715,-20.96,0.16,23.542028,0.011288365,0.38849726
0 days 00:00:00.210000,0.000825493565132453,-0.290376,0.15696000000000002,8.746596,77.02850877192982,77.02850877192982,77.02850877192982,77.02850877192982,0.03735004599267865,0.038571776469074684,0.005759586531581288,62.0,2.39,0.0,2,2,20.0,4,0.01,23.545,-0.095,52.6492229,9.7463134,35.4,33.99,52.6492116,9.7463078,0.003665191429188092,-0.012391837689159739,4.242371812822617,-10.715,-20.96,0.16,23.542015,0.011417446,0.38671178
0 days 00:00:00.220000,0.000825493565132453,-0.38847600000000004,0.1962,8.542548,76.97502139495079,76.97502139495079,76.97502139495079,76.97502139495079,0.039269908169872414,0.03543018381548489,0.005061454830783556,62.0,2.39,0.0,2,2,20.0,4,0.01,23.54,-0.085,52.6492229,9.7463134,35.4,33.99,52.6492097,9.7463062,0.004014257279586958,-0.012740903539558606,4.242371812822617,-10.715,-20.96,0.16,23.537006,0.011545027,0.38486263
0 days 00:00:00.230000,0.000825493565132453,0.07848000000000001,0.298224,8.69166,76.95496362858366,76.95496362858366,76.95496362858366,76.95496362858366,0.04206243497306335,0.046774823953448036,0.005061454830783556,62.0,2.39,0.0,2,2,20.0,4,0.005,23.545,-0.075,52.649213499999995,9.746305699999999,35.38,33.99,52.6492078,9.7463046,0.004537856055185257,-0.013264502315156905,4.242371812822617,-10.735,-21.005,0.135,23.541933,0.00675744,0.38727027
0 days 00:00:00.240000,0.000825493565132453,-0.10987200000000001,0.074556,8.80938,77.21571459135643,77.21571459135643,77.21571459135643,77.21571459135643,0.04642575810304917,0.051487212933832724,0.004886921905584123,62.0,2.39,0.0,2,2,20.0,4,0.005,23.545,-0.065,52.649213499999995,9.746305699999999,35.38,33.99,52.6492059,9.746303,0.005061454830783556,-0.013788101090755204,4.242546345747817,-10.735,-21.005,0.135,23.541864,0.0069719935,0.38959408
